to_stop_I,n_vehicles,route_I_counts,route_type,from_stop_I,duration_avg,BUS,TRAM,RAIL,SUBWAY,id,stop_I,name,latitude,longitude,lon_bus,lat_bus,lon_tram,lat_tram,stop_lon,stop_lat
1557,192,"{'73': 62, '339': 16, '353': 21, '195': 93}",3,1556,35.0,1,0,0,0,1413,1556,CASILINA/PIEROZZI,41.877036,12.551426,12.551426,41.877036,12.553718,41.876352,12.551426,41.877036
1819,93,{'195': 93},3,1557,127.0,1,0,0,0,1414,1557,CASILINA/BALZANI,41.876352,12.553718,12.553718,41.876352,12.558323,41.87824,12.553718,41.876352
1558,99,"{'73': 62, '339': 16, '353': 21}",3,1557,116.0,1,0,0,0,1414,1557,CASILINA/BALZANI,41.876352,12.553718,12.553718,41.876352,12.562274,41.874546,12.553718,41.876352
1584,16,{'339': 16},3,1558,174.0,1,0,0,0,1415,1558,CASILINA/TOR DE' SCHIAVI,41.874546,12.562274,12.562274,41.874546,12.570678,41.873622,12.562274,41.874546
7452,122,"{'73': 62, '185': 60}",3,1558,151.0,1,0,0,0,1415,1558,CASILINA/TOR DE' SCHIAVI,41.874546,12.562274,12.562274,41.874546,12.570381,41.874645,12.562274,41.874546
7676,21,{'353': 21},3,1558,35.0,1,0,0,0,1415,1558,CASILINA/TOR DE' SCHIAVI,41.874546,12.562274,12.562274,41.874546,12.56928,41.873656,12.562274,41.874546
1264,51,{'74': 51},3,1559,33.0,1,0,0,0,1416,1559,CAMELIE,41.876621,12.565388,12.565388,41.876621,12.567235,41.877153,12.565388,41.876621
1560,118,"{'158': 39, '188': 71, '365': 8}",3,1559,42.0,1,0,0,0,1416,1559,CAMELIE,41.876621,12.565388,12.565388,41.876621,12.566593,41.878452,12.565388,41.876621
7489,39,{'158': 39},3,1560,70.0,1,0,0,0,1417,1560,CASTANI/ACERI,41.878452,12.566593,12.566593,41.878452,12.565294,41.880916,12.566593,41.878452
8228,192,"{'188': 71, '183': 113, '365': 8}",3,1560,75.0,1,0,0,0,1417,1560,CASTANI/ACERI,41.878452,12.566593,12.566593,41.878452,12.566769,41.881689,12.566593,41.878452
7483,95,"{'192': 74, '347': 21}",3,1561,28.0,1,0,0,0,1418,1561,PLATANI/TOGLIATTI,41.880801,12.572213,12.572213,41.880801,12.573301,41.881414,12.572213,41.880801
2300,135,"{'123': 59, '190': 76}",3,1561,53.0,1,0,0,0,1418,1561,PLATANI/TOGLIATTI,41.880801,12.572213,12.572213,41.880801,12.575535,41.880877,12.572213,41.880801
8282,135,"{'123': 60, '190': 75}",3,1562,57.0,1,0,0,0,1419,1562,ALESSANDRINO/MELI,41.880631,12.577548,12.577548,41.880631,12.574694,41.880917,12.577548,41.880631
2243,74,{'103': 74},3,1562,43.0,1,0,0,0,1419,1562,ALESSANDRINO/MELI,41.880631,12.577548,12.577548,41.880631,12.577225,41.882968,12.577548,41.880631
1564,231,"{'192': 75, '123': 60, '190': 75, '347': 21}",3,1563,58.0,1,0,0,0,1420,1563,PLATANI/TOGLIATTI,41.880952,12.571917,12.571917,41.880952,12.568345,41.881013,12.571917,41.880952
8228,231,"{'192': 75, '123': 60, '190': 75, '347': 21}",3,1564,40.0,1,0,0,0,1421,1564,PLATANI/FRASSINI,41.881013,12.568345,12.568345,41.881013,12.566769,41.881689,12.568345,41.881013
5292,54,{'45': 54},3,1565,31.0,1,0,0,0,1422,1565,LUTHULI/CAPITINI,41.894023,12.677213,12.677213,41.894023,12.679833,41.894987,12.677213,41.894023
1567,141,"{'73': 62, '185': 59, '353': 20}",3,1566,73.0,1,0,0,0,1423,1566,CASILINA/TOR DE' SCHIAVI,41.874984,12.563076,12.563076,41.874984,12.559008,41.875422,12.563076,41.874984
5880,59,{'185': 59},3,1567,91.0,1,0,0,0,1424,1567,CASILINA/CARPINETO,41.875422,12.559008,12.559008,41.875422,12.559137,41.878548,12.559008,41.875422
6078,82,"{'73': 62, '353': 20}",3,1567,51.0,1,0,0,0,1424,1567,CASILINA/CARPINETO,41.875422,12.559008,12.559008,41.875422,12.55629,41.875912,12.559008,41.875422
1569,82,"{'73': 62, '353': 20}",3,1568,90.0,1,0,0,0,1425,1568,CASILINA/BALZANI,41.87626,12.555038,12.555038,41.87626,12.550406,41.87756,12.555038,41.87626
1570,82,"{'73': 62, '353': 20}",3,1569,48.0,1,0,0,0,1426,1569,CASILINA/PIEROZZI,41.87756,12.550406,12.550406,41.87756,12.547886,41.878193,12.550406,41.87756
1571,16,{'339': 16},3,1569,166.0,1,0,0,0,1426,1569,CASILINA/PIEROZZI,41.87756,12.550406,12.550406,41.87756,12.542979,41.880007,12.550406,41.87756
1571,82,"{'73': 62, '353': 20}",3,1570,99.0,1,0,0,0,1427,1570,CASILINA/BERARDI,41.878193,12.547886,12.547886,41.878193,12.542979,41.880007,12.547886,41.878193
1572,98,"{'73': 62, '339': 16, '353': 20}",3,1571,75.0,1,0,0,0,1428,1571,CASILINA/TOR PIGNATTARA,41.880007,12.542979,12.542979,41.880007,12.539159,41.881394,12.542979,41.880007
1573,98,"{'73': 62, '339': 16, '353': 20}",3,1572,42.0,1,0,0,0,1429,1572,CASILINA/FILARETE,41.881394,12.539159,12.539159,41.881394,12.536965,41.882128,12.539159,41.881394
1574,98,"{'73': 62, '339': 16, '353': 20}",3,1573,71.0,1,0,0,0,1430,1573,CASILINA/ZENODOSSIO,41.882128,12.536965,12.536965,41.882128,12.533178,41.883321,12.536965,41.882128
1575,98,"{'73': 62, '339': 16, '353': 20}",3,1574,98.0,1,0,0,0,1431,1574,CASILINA/ALESSI,41.883321,12.533178,12.533178,41.883321,12.528685,41.885798,12.533178,41.883321
1576,98,"{'73': 62, '339': 16, '353': 20}",3,1575,80.0,1,0,0,0,1432,1575,CASILINA/DE AGOSTINI,41.885798,12.528685,12.528685,41.885798,12.527127,41.888526,12.528685,41.885798
1577,338,"{'73': 62, '339': 16, '275': 90, '353': 20, '146': 53, '365': 8, '167': 89}",3,1576,48.0,1,0,0,0,1433,1576,PIGNETO (MC),41.888526,12.527127,12.527127,41.888526,12.527365,41.890509,12.527127,41.888526
8222,16,{'338': 16},3,1576,517.0,1,0,0,0,1433,1576,PIGNETO (MC),41.888526,12.527127,12.527127,41.888526,12.542195,41.887087,12.527127,41.888526
576,151,"{'146': 53, '275': 90, '365': 8}",3,1577,93.0,1,0,0,0,1434,1577,C.NE CASILINA/P.LE PRENESTINO,41.890509,12.527365,12.527365,41.890509,12.531574,41.891858,12.527365,41.890509
542,187,"{'73': 62, '339': 16, '167': 89, '353': 20}",3,1577,52.0,1,0,0,0,1434,1577,C.NE CASILINA/P.LE PRENESTINO,41.890509,12.527365,12.527365,41.890509,12.52541,41.890648,12.527365,41.890509
1679,171,"{'73': 62, '167': 89, '353': 20}",3,1578,93.0,1,0,0,0,1435,1578,CASILINA/GALLARATE,41.888852,12.520644,12.520644,41.888852,12.516569,41.890846,12.520644,41.888852
7493,52,{'45': 52},3,1579,30.0,1,0,0,0,1436,1579,LUTHULI/CAPITINI,41.894074,12.676934,12.676934,41.894074,12.674512,41.893725,12.676934,41.894074
4178,54,{'248': 54},3,1580,98.0,1,0,0,0,1437,1580,TOR CARBONE/CASALE MARINI,41.825834,12.529414,12.529414,41.825834,12.53338,41.8298,12.529414,41.825834
620,74,{'204': 74},3,1581,72.0,1,0,0,0,1438,1581,VIA S. CROCE IN GERUSALEMME,41.889259,12.513954,12.513954,41.889259,12.511295,41.890769,12.513954,41.889259
4145,56,{'248': 56},3,1582,35.0,1,0,0,0,1439,1582,TOR CARBONE/CASALE MARINI,41.825746,12.528945,12.528945,41.825746,12.526374,41.825739,12.528945,41.825746
314,89,{'294': 89},3,1583,62.0,1,0,0,0,1440,1583,TERMINI (MA-MB-FS),41.902033,12.49954,12.49954,41.902033,12.497125,41.902503,12.49954,41.902033
1585,24,"{'339': 16, '365': 8}",3,1584,33.0,1,0,0,0,1441,1584,CASILINA/TOGLIATTI,41.873622,12.570678,12.570678,41.873622,12.577117,41.871865,12.570678,41.873622
8070,24,"{'339': 16, '365': 8}",3,1585,16.0,1,0,0,0,1442,1585,CASILINA/GRANO,41.871865,12.577117,12.577117,41.871865,12.579968,41.870762,12.577117,41.871865
1587,75,"{'74': 51, '339': 16, '365': 8}",3,1586,82.0,1,0,0,0,1443,1586,CASILINA/ERICHE,41.869748,12.583069,12.583069,41.869748,12.58804,41.868071,12.583069,41.869748
2301,135,"{'123': 59, '190': 76}",3,1586,45.0,1,0,0,0,1443,1586,CASILINA/ERICHE,41.869748,12.583069,12.583069,41.869748,12.58495,41.868605,12.583069,41.869748
2085,76,{'103': 76},3,1586,113.0,1,0,0,0,1443,1586,CASILINA/ERICHE,41.869748,12.583069,12.583069,41.869748,12.586692,41.866246,12.583069,41.869748
1588,80,"{'74': 51, '365': 8, '353': 21}",3,1587,61.0,1,0,0,0,1444,1587,TORRE SPACCATA (MC),41.868071,12.58804,12.58804,41.868071,12.592268,41.867235,12.58804,41.868071
1589,16,{'339': 16},3,1587,155.0,1,0,0,0,1444,1587,TORRE SPACCATA (MC),41.868071,12.58804,12.58804,41.868071,12.595413,41.866813,12.58804,41.868071
2918,59,{'123': 59},3,1587,90.0,1,0,0,0,1444,1587,TORRE SPACCATA (MC),41.868071,12.58804,12.58804,41.868071,12.592952,41.867651,12.58804,41.868071
1589,80,"{'74': 51, '365': 8, '353': 21}",3,1588,45.0,1,0,0,0,1445,1588,CASILINA/TORRE MAURA,41.867235,12.592268,12.592268,41.867235,12.595413,41.866813,12.592268,41.867235
6616,80,"{'74': 51, '365': 8, '353': 21}",3,1589,60.0,1,0,0,0,1446,1589,TORRE MAURA (MC),41.866813,12.595413,12.595413,41.866813,12.599426,41.865549,12.595413,41.866813
1592,16,{'339': 16},3,1589,392.0,1,0,0,0,1446,1589,TORRE MAURA (MC),41.866813,12.595413,12.595413,41.866813,12.611702,41.863416,12.595413,41.866813
1591,80,"{'74': 51, '365': 8, '353': 21}",3,1590,52.0,1,0,0,0,1447,1590,CASILINA/GIARDINETTI,41.864478,12.604405,12.604405,41.864478,12.608207,41.86393,12.604405,41.864478
1592,152,"{'74': 51, '50': 72, '365': 8, '353': 21}",3,1591,44.0,1,0,0,0,1448,1591,CASILINA/SANTARELLI,41.86393,12.608207,12.608207,41.86393,12.611702,41.863416,12.608207,41.86393
1593,286,"{'74': 51, '50': 72, '339': 16, '353': 21, '38': 55, '365': 8, '52': 63}",3,1592,64.0,1,0,0,0,1449,1592,GIARDINETTI (MC),41.863416,12.611702,12.611702,41.863416,12.616589,41.862992,12.611702,41.863416
1640,177,"{'74': 51, '38': 55, '365': 8, '52': 63}",3,1593,58.0,1,0,0,0,1450,1593,TORRENOVA (MC),41.862992,12.616589,12.616589,41.862992,12.620589,41.862608,12.616589,41.862992
1594,93,"{'50': 72, '353': 21}",3,1593,72.0,1,0,0,0,1450,1593,TORRENOVA (MC),41.862992,12.616589,12.616589,41.862992,12.61823,41.865788,12.616589,41.862992
1619,16,{'339': 16},3,1593,419.0,1,0,0,0,1450,1593,TORRENOVA (MC),41.862992,12.616589,12.616589,41.862992,12.636836,41.863714,12.616589,41.862992
7700,93,"{'50': 72, '353': 21}",3,1594,41.0,1,0,0,0,1451,1594,TORRENOVA/TORALDO,41.865788,12.61823,12.61823,41.865788,12.616812,41.86828,12.61823,41.865788
1596,93,"{'50': 72, '353': 21}",3,1595,35.0,1,0,0,0,1452,1595,TORRENOVA/POSEIDONE,41.871381,12.6176,12.6176,41.871381,12.618941,41.873399,12.6176,41.871381
1597,93,"{'50': 72, '353': 21}",3,1596,51.0,1,0,0,0,1453,1596,TORRENOVA/TORRACCIO TORRENOVA,41.873399,12.618941,12.618941,41.873399,12.618967,41.876583,12.618941,41.873399
1598,160,"{'47': 67, '50': 72, '353': 21}",3,1597,32.0,1,0,0,0,1454,1597,TORRENOVA/CASETTA MISTICA,41.876583,12.618967,12.618967,41.876583,12.618268,41.878383,12.618967,41.876583
1599,160,"{'47': 67, '50': 72, '353': 21}",3,1598,35.0,1,0,0,0,1455,1598,TORRENOVA/NAIADI,41.878383,12.618268,12.618268,41.878383,12.617485,41.880402,12.618268,41.878383
5337,21,{'353': 21},3,1599,21.0,1,0,0,0,1456,1599,TORRENOVA/GIUTURNA,41.880402,12.617485,12.617485,41.880402,12.619592,41.881051,12.617485,41.880402
5359,139,"{'47': 67, '50': 72}",3,1599,52.0,1,0,0,0,1456,1599,TORRENOVA/GIUTURNA,41.880402,12.617485,12.617485,41.880402,12.618043,41.882814,12.617485,41.880402
1601,159,"{'47': 67, '50': 72, '353': 20}",3,1600,41.0,1,0,0,0,1457,1600,TORRENOVA/GIUTURNA,41.879936,12.617569,12.617569,41.879936,12.618309,41.878001,12.617569,41.879936
1602,159,"{'47': 67, '50': 72, '353': 20}",3,1601,44.0,1,0,0,0,1458,1601,TORRENOVA/NAIADI,41.878001,12.618309,12.618309,41.878001,12.619104,41.875906,12.618309,41.878001
6728,67,{'47': 67},3,1602,68.0,1,0,0,0,1459,1602,TORRENOVA/CASETTA MISTICA,41.875906,12.619104,12.619104,41.875906,12.619628,41.873147,12.619104,41.875906
1603,92,"{'50': 72, '353': 20}",3,1602,54.0,1,0,0,0,1459,1602,TORRENOVA/CASETTA MISTICA,41.875906,12.619104,12.619104,41.875906,12.61872,41.873196,12.619104,41.875906
1604,92,"{'50': 72, '353': 20}",3,1603,55.0,1,0,0,0,1460,1603,TORRENOVA/TORRACCIO TORRENOVA,41.873196,12.61872,12.61872,41.873196,12.616936,41.87062,12.61872,41.873196
1605,92,"{'50': 72, '353': 20}",3,1604,66.0,1,0,0,0,1461,1604,TORRENOVA/POSEIDONE,41.87062,12.616936,12.616936,41.87062,12.617195,41.867221,12.616936,41.87062
1606,92,"{'50': 72, '353': 20}",3,1605,44.0,1,0,0,0,1462,1605,TORRENOVA/FUMAGALLI,41.867221,12.617195,12.617195,41.867221,12.618537,41.865141,12.617195,41.867221
1607,92,"{'50': 72, '353': 20}",3,1606,73.0,1,0,0,0,1463,1606,TORRENOVA/TORALDO,41.865141,12.618537,12.618537,41.865141,12.616739,41.863104,12.618537,41.865141
8217,287,"{'74': 50, '50': 72, '39': 54, '339': 16, '353': 20, '365': 8, '52': 67}",3,1607,98.0,1,0,0,0,1464,1607,TORRENOVA (MC),41.863104,12.616739,12.616739,41.863104,12.610589,41.863957,12.616739,41.863104
1609,78,"{'74': 50, '365': 8, '353': 20}",3,1608,133.0,1,0,0,0,1465,1608,CASILINA/GIARDINETTI,41.86467,12.603977,12.603977,41.86467,12.596109,41.866718,12.603977,41.86467
1610,78,"{'74': 50, '365': 8, '353': 20}",3,1609,47.0,1,0,0,0,1466,1609,TORRE MAURA (MC),41.866718,12.596109,12.596109,41.866718,12.593228,41.867283,12.596109,41.866718
1611,16,{'339': 16},3,1609,173.0,1,0,0,0,1466,1609,TORRE MAURA (MC),41.866718,12.596109,12.596109,41.866718,12.587918,41.868244,12.596109,41.866718
1611,78,"{'74': 50, '365': 8, '353': 20}",3,1610,87.0,1,0,0,0,1467,1610,CASILINA/TORRE MAURA,41.867283,12.593228,12.593228,41.867283,12.587918,41.868244,12.593228,41.867283
2301,80,"{'123': 60, '353': 20}",3,1611,52.0,1,0,0,0,1468,1611,TORRE SPACCATA (MC),41.868244,12.587918,12.587918,41.868244,12.58495,41.868605,12.587918,41.868244
8182,74,"{'74': 50, '339': 16, '365': 8}",3,1611,148.0,1,0,0,0,1468,1611,TORRE SPACCATA (MC),41.868244,12.587918,12.587918,41.868244,12.579885,41.870935,12.587918,41.868244
6379,118,"{'158': 39, '188': 71, '365': 8}",3,1612,58.0,1,0,0,0,1469,1612,PARCO DI CENTOCELLE (MC),41.874448,12.568244,12.568244,41.874448,12.564858,41.87549,12.568244,41.874448
1566,20,{'353': 20},3,1612,33.0,1,0,0,0,1469,1612,PARCO DI CENTOCELLE (MC),41.874448,12.568244,12.568244,41.874448,12.563076,41.874984,12.568244,41.874448
1548,172,"{'73': 62, '167': 89, '353': 21}",3,1613,101.0,1,0,0,0,1470,1613,VIA DI PORTA MAGGIORE,41.892162,12.51253,12.51253,41.892162,12.516564,41.890508,12.51253,41.892162
6233,7,{'367': 7},3,1614,50.0,1,0,0,0,1471,1614,FIUMINATA,41.940201,12.585429,12.585429,41.940201,12.585392,41.941453,12.585429,41.940201
1101,48,"{'137': 2, '144': 46}",3,1614,23.0,1,0,0,0,1471,1614,FIUMINATA,41.940201,12.585429,12.585429,41.940201,12.584101,41.940505,12.585429,41.940201
1102,44,{'136': 44},3,1614,53.0,1,0,0,0,1471,1614,FIUMINATA,41.940201,12.585429,12.585429,41.940201,12.582516,41.939079,12.585429,41.940201
1616,67,{'47': 67},3,1615,65.0,1,0,0,0,1472,1615,TORRACCIO TORRENOVA/CHIARI,41.871357,12.621894,12.621894,41.871357,12.624686,41.869155,12.621894,41.871357
1617,67,{'47': 67},3,1616,54.0,1,0,0,0,1473,1616,TORRACCIO TORRENOVA/POZZI,41.869155,12.624686,12.624686,41.869155,12.626908,41.867242,12.624686,41.869155
1618,67,{'47': 67},3,1617,72.0,1,0,0,0,1474,1617,P.LE TORRACCIO TORRENOVA,41.867242,12.626908,12.626908,41.867242,12.630536,41.864908,12.626908,41.867242
1641,67,{'47': 67},3,1618,59.0,1,0,0,0,1475,1618,TORRACCIO TORRENOVA/SABBADINI,41.864908,12.630536,12.630536,41.864908,12.63306,41.863108,12.630536,41.864908
1730,91,"{'54': 28, '52': 63}",3,1619,70.0,1,0,0,0,1476,1619,TORRE GAIA (MC),41.863714,12.636836,12.636836,41.863714,12.640096,41.864091,12.636836,41.863714
4519,248,"{'74': 51, '339': 16, '47': 67, '174': 44, '365': 8, '175': 62}",3,1619,36.0,1,0,0,0,1476,1619,TORRE GAIA (MC),41.863714,12.636836,12.636836,41.863714,12.639473,41.863055,12.636836,41.863714
6625,79,{'82': 79},3,1620,72.0,1,0,0,0,1477,1620,BALDELLI (MB),41.857062,12.476416,12.476416,41.857062,12.472152,41.857432,12.476416,41.857062
1642,24,"{'339': 16, '365': 8}",3,1621,41.0,1,0,0,0,1478,1621,GROTTE CELONI (MC),41.862192,12.646255,12.646255,41.862192,12.656001,41.864259,12.646255,41.862192
6394,67,{'47': 67},3,1621,103.0,1,0,0,0,1478,1621,GROTTE CELONI (MC),41.862192,12.646255,12.646255,41.862192,12.65243,41.861796,12.646255,41.862192
1623,67,{'47': 67},3,1622,33.0,1,0,0,0,1479,1622,DEL CAPO G./DUE TORRI,41.856297,12.655251,12.655251,41.856297,12.652533,41.85526,12.655251,41.856297
1624,67,{'47': 67},3,1623,20.0,1,0,0,0,1480,1623,DEL CAPO G./CAMPI SALENTINA,41.85526,12.652533,12.652533,41.85526,12.650906,41.854461,12.652533,41.85526
6386,67,{'47': 67},3,1624,19.0,1,0,0,0,1481,1624,DEL CAPO G./ACQUAVIVA DELLE FONTI,41.854461,12.650906,12.650906,41.854461,12.64974,41.855058,12.650906,41.854461
6321,67,{'47': 67},3,1625,32.0,1,0,0,0,1482,1625,MARELLI,41.858741,12.644877,12.644877,41.858741,12.644407,41.861118,12.644877,41.858741
1627,67,{'47': 67},3,1626,26.0,1,0,0,0,1483,1626,PIAGGIO,41.859588,12.643572,12.643572,41.859588,12.644317,41.858171,12.643572,41.859588
6387,67,{'47': 67},3,1627,89.0,1,0,0,0,1484,1627,SARTIRANA,41.858171,12.644317,12.644317,41.858171,12.649815,41.85483,12.644317,41.858171
1629,67,{'47': 67},3,1628,25.0,1,0,0,0,1485,1628,DEL CAPO G./ACQUAVIVA DELLE FONTI,41.854438,12.651094,12.651094,41.854438,12.652811,41.855261,12.651094,41.854438
1630,67,{'47': 67},3,1629,35.0,1,0,0,0,1486,1629,DEL CAPO G./CAMPI SALENTINA,41.855261,12.652811,12.652811,41.855261,12.655408,41.856282,12.652811,41.855261
6323,67,{'47': 67},3,1630,83.0,1,0,0,0,1487,1630,DEL CAPO G./DUE TORRI,41.856282,12.655408,12.655408,41.856282,12.657925,41.856144,12.655408,41.856282
5278,91,"{'47': 67, '339': 16, '365': 8}",3,1631,51.0,1,0,0,0,1488,1631,GROTTE CELONI (MC),41.862308,12.64556,12.64556,41.862308,12.641981,41.862892,12.64556,41.862308
2411,37,{'104': 37},3,1632,27.0,1,0,0,0,1489,1632,ARDEATINA/FOTOGRAFIA,41.83947,12.518009,12.518009,41.83947,12.516436,41.84153,12.518009,41.83947
1634,325,"{'74': 50, '54': 27, '47': 67, '52': 67, '174': 44, '365': 8, '175': 62}",3,1633,45.0,1,0,0,0,1490,1633,TORRE GAIA (MC),41.863895,12.636233,12.636233,41.863895,12.632913,41.863293,12.636233,41.863895
1607,16,{'339': 16},3,1633,402.0,1,0,0,0,1490,1633,TORRE GAIA (MC),41.863895,12.636233,12.636233,41.863895,12.616739,41.863104,12.636233,41.863895
3449,214,"{'74': 50, '175': 62, '54': 27, '365': 8, '52': 67}",3,1634,77.0,1,0,0,0,1491,1634,CASILINA/TORRACCIO TORRENOVA,41.863293,12.632913,12.632913,41.863293,12.62706,41.862799,12.632913,41.863293
8275,44,{'174': 44},3,1634,102.0,1,0,0,0,1491,1634,CASILINA/TORRACCIO TORRENOVA,41.863293,12.632913,12.632913,41.863293,12.626093,41.86427,12.632913,41.863293
1635,67,{'47': 67},3,1634,54.0,1,0,0,0,1491,1634,CASILINA/TORRACCIO TORRENOVA,41.863293,12.632913,12.632913,41.863293,12.63069,41.865029,12.632913,41.863293
1636,67,{'47': 67},3,1635,75.0,1,0,0,0,1492,1635,TORRACCIO TORRENOVA/SABBADINI,41.865029,12.63069,12.63069,41.865029,12.626924,41.86753,12.63069,41.865029
1637,67,{'47': 67},3,1636,59.0,1,0,0,0,1493,1636,P.ZA TORRACCIO TORRENOVA,41.86753,12.626924,12.626924,41.86753,12.624116,41.869746,12.626924,41.86753
1638,67,{'47': 67},3,1637,63.0,1,0,0,0,1494,1637,TORRACCIO TORRENOVA/POZZI,41.869746,12.624116,12.624116,41.869746,12.621107,41.872093,12.624116,41.869746
6727,67,{'47': 67},3,1638,34.0,1,0,0,0,1495,1638,TORRACCIO TORRENOVA/CHIARI,41.872093,12.621107,12.621107,41.872093,12.619554,41.873353,12.621107,41.872093
3763,51,{'228': 51},3,1639,31.0,1,0,0,0,1496,1639,TRIGORIA/GIUFFRE',41.771269,12.4796,12.4796,41.771269,12.478664,41.768925,12.4796,41.771269
4531,55,{'38': 55},3,1640,27.0,1,0,0,0,1497,1640,CASILINA/TOR VERGATA,41.862608,12.620589,12.620589,41.862608,12.621292,41.861489,12.620589,41.862608
3453,122,"{'74': 51, '365': 8, '52': 63}",3,1640,97.0,1,0,0,0,1497,1640,CASILINA/TOR VERGATA,41.862608,12.620589,12.620589,41.862608,12.627505,41.862499,12.620589,41.862608
1619,323,"{'74': 51, '54': 28, '47': 67, '52': 63, '174': 44, '365': 8, '175': 62}",3,1641,52.0,1,0,0,0,1498,1641,CASILINA/TORRACCIO TORRENOVA,41.863108,12.63306,12.63306,41.863108,12.636836,41.863714,12.63306,41.863108
1643,174,"{'339': 16, '191': 40, '365': 8, '75': 55, '45': 55}",3,1642,53.0,1,0,0,0,1499,1642,CASILINA/PONTE DELLA CATENA,41.864259,12.656001,12.656001,41.864259,12.661143,41.864321,12.656001,41.864259
1644,55,{'75': 55},3,1643,100.0,1,0,0,0,1500,1643,CASILINA/SICULIANA,41.864321,12.661143,12.661143,41.864321,12.669664,41.863385,12.661143,41.864321
1645,119,"{'339': 16, '191': 40, '365': 8, '45': 55}",3,1643,97.0,1,0,0,0,1500,1643,CASILINA/SICULIANA,41.864321,12.661143,12.661143,41.864321,12.670784,41.863943,12.661143,41.864321
7294,111,{'75': 111},3,1644,46.0,1,0,0,0,1501,1644,BORGHESIANA (MC),41.863385,12.669664,12.669664,41.863385,12.670298,41.861171,12.669664,41.863385
5284,95,"{'191': 40, '45': 55}",3,1645,68.0,1,0,0,0,1502,1645,BORGHESIANA (MC),41.863943,12.670784,12.670784,41.863943,12.675355,41.865673,12.670784,41.863943
1646,79,"{'339': 16, '365': 8, '75': 55}",3,1645,52.0,1,0,0,0,1502,1645,BORGHESIANA (MC),41.863943,12.670784,12.670784,41.863943,12.675469,41.863602,12.670784,41.863943
1647,79,"{'339': 16, '365': 8, '75': 55}",3,1646,82.0,1,0,0,0,1503,1646,CASILINA/ISNELLO,41.863602,12.675469,12.675469,41.863602,12.683001,41.862609,12.675469,41.863602
1648,79,"{'339': 16, '365': 8, '75': 55}",3,1647,34.0,1,0,0,0,1504,1647,CASILINA/MILITELLO,41.862609,12.683001,12.683001,41.862609,12.686199,41.862522,12.683001,41.862609
5302,79,"{'339': 16, '365': 8, '75': 55}",3,1648,55.0,1,0,0,0,1505,1648,CASILINA/PRATAPORCI,41.862522,12.686199,12.686199,41.862522,12.690992,41.863433,12.686199,41.862522
1650,101,"{'49': 72, '46': 29}",3,1649,21.0,1,0,0,0,1506,1649,ROCCA CENCIA/CASILINA,41.863872,12.687939,12.687939,41.863872,12.688065,41.865243,12.687939,41.863872
1651,101,"{'49': 72, '46': 29}",3,1650,35.0,1,0,0,0,1507,1650,ROCCA CENCIA/SERRULE,41.865243,12.688065,12.688065,41.865243,12.689315,41.867682,12.688065,41.865243
1652,72,{'49': 72},3,1651,44.0,1,0,0,0,1508,1651,ROCCA CENCIA/GIOIOSA JONICA,41.867682,12.689315,12.689315,41.867682,12.690482,41.870967,12.689315,41.867682
8327,29,{'46': 29},3,1651,105.0,1,0,0,0,1508,1651,ROCCA CENCIA/GIOIOSA JONICA,41.867682,12.689315,12.689315,41.867682,12.689388,41.870973,12.689315,41.867682
1653,72,{'49': 72},3,1652,48.0,1,0,0,0,1509,1652,ROCCA CENCIA/SELLIA,41.870967,12.690482,12.690482,41.870967,12.691464,41.874655,12.690482,41.870967
1654,72,{'49': 72},3,1653,75.0,1,0,0,0,1510,1653,ROCCA CENCIA/CAMIGLIATELLO,41.874655,12.691464,12.691464,41.874655,12.694347,41.880177,12.691464,41.874655
1655,72,{'49': 72},3,1654,24.0,1,0,0,0,1511,1654,ROCCA CENCIA/LAGO REGILLO,41.880177,12.694347,12.694347,41.880177,12.694965,41.882075,12.694347,41.880177
7385,72,{'49': 72},3,1655,40.0,1,0,0,0,1512,1655,ROCCA CENCIA/URZULEI,41.882075,12.694965,12.694965,41.882075,12.695656,41.885167,12.694965,41.882075
1657,69,{'49': 69},3,1656,82.0,1,0,0,0,1513,1656,ROCCA CENCIA/LAGO REGILLO,41.879824,12.693974,12.693974,41.879824,12.691161,41.874163,12.693974,41.879824
1658,69,{'49': 69},3,1657,53.0,1,0,0,0,1514,1657,ROCCA CENCIA/CAMIGLIATELLO,41.874163,12.691161,12.691161,41.874163,12.690112,41.870528,12.691161,41.874163
72,98,"{'49': 69, '46': 29}",3,1658,45.0,1,0,0,0,1515,1658,ROCCA CENCIA/SELLIA,41.870528,12.690112,12.690112,41.870528,12.689102,41.867586,12.690112,41.870528
1660,98,"{'49': 69, '46': 29}",3,1659,29.0,1,0,0,0,1516,1659,ROCCA CENCIA/SERRULE,41.865101,12.68781,12.68781,41.865101,12.688077,41.863316,12.68781,41.865101
5302,98,"{'49': 69, '46': 29}",3,1660,69.0,1,0,0,0,1517,1660,ROCCA CENCIA/CASILINA,41.863316,12.688077,12.688077,41.863316,12.690992,41.863433,12.688077,41.863316
1662,80,"{'339': 16, '365': 8, '75': 56}",3,1661,36.0,1,0,0,0,1518,1661,CASILINA/PRATAPORCI,41.862624,12.685762,12.685762,41.862624,12.682739,41.862712,12.685762,41.862624
1663,80,"{'339': 16, '365': 8, '75': 56}",3,1662,76.0,1,0,0,0,1519,1662,CASILINA/MILITELLO,41.862712,12.682739,12.682739,41.862712,12.676512,41.863516,12.682739,41.862712
