to_stop_I,n_vehicles,route_I_counts,route_type,from_stop_I,duration_avg,BUS,TRAM,RAIL,SUBWAY,id,stop_I,name,latitude,longitude,lon_bus,lat_bus,lon_tram,lat_tram,stop_lon,stop_lat
4741,41,{'290': 41},3,4740,54.0,1,0,0,0,4533,4740,CASAL SELCE/TROCCHI,41.903096,12.345604,12.345604,41.903096,12.348663,41.906859,12.345604,41.903096
4742,41,{'290': 41},3,4741,37.0,1,0,0,0,4534,4741,CASAL SELCE/CASALE PANTANELLE,41.906859,12.348663,12.348663,41.906859,12.34939,41.909737,12.348663,41.906859
4743,41,{'290': 41},3,4742,46.0,1,0,0,0,4535,4742,CASAL SELCE/RISERVA FONTANILE,41.909737,12.34939,12.34939,41.909737,12.351591,41.912794,12.34939,41.909737
4744,41,{'290': 41},3,4743,22.0,1,0,0,0,4536,4743,CASAL SELCE/MAINARDO,41.912794,12.351591,12.351591,41.912794,12.352043,41.914421,12.351591,41.912794
4745,41,{'290': 41},3,4744,39.0,1,0,0,0,4537,4744,CASAL SELCE/RICCI,41.914421,12.352043,12.352043,41.914421,12.352824,41.917235,12.352043,41.914421
4746,41,{'290': 41},3,4745,44.0,1,0,0,0,4538,4745,CASAL SELCE/QUARTO S. LUCIA,41.917235,12.352824,12.352824,41.917235,12.354057,41.920244,12.352824,41.917235
4748,41,{'290': 41},3,4746,71.0,1,0,0,0,4539,4746,CASAL SELCE/PANTAN MONASTERO,41.920244,12.354057,12.354057,41.920244,12.353578,41.925254,12.354057,41.920244
6053,67,{'216': 67},3,4747,40.0,1,0,0,0,4540,4747,LAURENTINA/MENDOZA,41.832941,12.481075,12.481075,41.832941,12.481126,41.834952,12.481075,41.832941
4750,41,{'290': 41},3,4748,44.0,1,0,0,0,4541,4748,CASAL SELCE/FOSSO GALERIA,41.925254,12.353578,12.353578,41.925254,12.353554,41.928042,12.353578,41.925254
4758,77,"{'68': 34, '67': 43}",3,4749,61.0,1,0,0,0,4542,4749,VIA STAZIONE AURELIA,41.88358,12.396289,12.396289,41.88358,12.401403,41.885475,12.396289,41.88358
4751,147,"{'23': 37, '290': 41, '18': 35, '17': 34}",3,4750,41.0,1,0,0,0,4543,4750,BOCCEA/STORTA,41.928042,12.353554,12.353554,41.928042,12.358233,41.927926,12.353554,41.928042
4752,110,"{'290': 41, '18': 35, '17': 34}",3,4751,51.0,1,0,0,0,4544,4751,BOCCEA/SELVA NERA,41.927926,12.358233,12.358233,41.927926,12.361983,41.92546,12.358233,41.927926
7412,37,{'23': 37},3,4751,27.0,1,0,0,0,4544,4751,BOCCEA/SELVA NERA,41.927926,12.358233,12.358233,41.927926,12.360933,41.925235,12.358233,41.927926
6048,33,{'18': 33},3,4752,32.0,1,0,0,0,4545,4752,BOCCEA/MORSASCO,41.92546,12.361983,12.361983,41.92546,12.36166,41.923024,12.361983,41.92546
4753,68,"{'19': 27, '290': 41}",3,4752,93.0,1,0,0,0,4545,4752,BOCCEA/MORSASCO,41.92546,12.361983,12.361983,41.92546,12.366828,41.922677,12.361983,41.92546
4922,36,"{'18': 2, '17': 34}",3,4752,76.0,1,0,0,0,4545,4752,BOCCEA/MORSASCO,41.92546,12.361983,12.361983,41.92546,12.368219,41.922961,12.361983,41.92546
4754,77,"{'289': 1, '290': 41, '357': 8, '19': 27}",3,4753,47.0,1,0,0,0,4546,4753,CELLULOSA/BOCCEA,41.922677,12.366828,12.366828,41.922677,12.364771,41.920288,12.366828,41.922677
4755,77,"{'289': 1, '290': 41, '357': 8, '19': 27}",3,4754,49.0,1,0,0,0,4547,4754,CELLULOSA/S. SECONDA,41.920288,12.364771,12.364771,41.920288,12.367094,41.918381,12.364771,41.920288
4756,77,"{'289': 1, '290': 41, '357': 8, '19': 27}",3,4755,28.0,1,0,0,0,4548,4755,S. SECONDA/FOSSO CAMPOMORTO,41.918381,12.367094,12.367094,41.918381,12.36803,41.916918,12.367094,41.918381
1519,77,"{'289': 1, '290': 41, '357': 8, '19': 27}",3,4756,31.0,1,0,0,0,4549,4756,S. SECONDA/FOSSANO,41.916918,12.36803,12.36803,41.916918,12.369421,41.915814,12.36803,41.916918
1520,202,"{'86': 87, '357': 8, '289': 2, '19': 29, '290': 41, '17': 33, '298': 2}",3,4757,37.0,1,0,0,0,4550,4757,CASALOTTI/CLOVIO,41.916001,12.372314,12.372314,41.916001,12.37498,41.916244,12.372314,41.916001
3146,33,{'18': 33},3,4757,67.0,1,0,0,0,4550,4757,CASALOTTI/CLOVIO,41.916001,12.372314,12.372314,41.916001,12.373089,41.919172,12.372314,41.916001
2635,77,"{'68': 34, '67': 43}",3,4758,36.0,1,0,0,0,4551,4758,VIA STAZIONE AURELIA/BALESTRINO,41.885475,12.401403,12.401403,41.885475,12.404091,41.887163,12.401403,41.885475
4769,34,{'68': 34},3,4759,36.0,1,0,0,0,4552,4759,SOLARI/PAGLIANI,41.872922,12.360442,12.360442,41.872922,12.356995,41.87275,12.360442,41.872922
4761,46,{'291': 46},3,4760,45.0,1,0,0,0,4553,4760,NAZARETH/BUONAFEDE,41.904703,12.402657,12.402657,41.904703,12.401323,41.902141,12.402657,41.904703
4762,46,{'291': 46},3,4761,48.0,1,0,0,0,4554,4761,NAZARETH/CASALI ACQUAFREDDA,41.902141,12.401323,12.401323,41.902141,12.397502,41.900054,12.401323,41.902141
4763,46,{'291': 46},3,4762,39.0,1,0,0,0,4555,4762,NAZARETH/BARGE,41.900054,12.397502,12.397502,41.900054,12.395514,41.897314,12.397502,41.900054
4765,46,{'291': 46},3,4763,47.0,1,0,0,0,4556,4763,ACQUAFREDDA/GARESSIO 1,41.897314,12.395514,12.395514,41.897314,12.395619,41.893578,12.395514,41.897314
4575,137,"{'89': 70, '216': 67}",3,4764,34.0,1,0,0,0,4557,4764,TOR MARANCIA/MANTEGNA,41.853873,12.497969,12.497969,41.853873,12.497535,41.85542,12.497969,41.853873
4766,46,{'291': 46},3,4765,44.0,1,0,0,0,4558,4765,ACQUAFREDDA/GARESSIO 2,41.893578,12.395619,12.395619,41.893578,12.393535,41.890723,12.395619,41.893578
4767,46,{'291': 46},3,4766,21.0,1,0,0,0,4559,4766,ACQUAFREDDA/GARESSIO 3,41.890723,12.393535,12.393535,41.890723,12.391511,41.889658,12.393535,41.890723
5978,46,{'291': 46},3,4767,95.0,1,0,0,0,4560,4767,ACQUAFREDDA/GARESSIO 4,41.889658,12.391511,12.391511,41.889658,12.382481,41.887006,12.391511,41.889658
797,188,"{'89': 70, '216': 67, '214': 51}",3,4768,68.0,1,0,0,0,4561,4768,RUFINO,41.858183,12.496893,12.496893,41.858183,12.498625,41.860835,12.496893,41.858183
4798,34,{'68': 34},3,4769,65.0,1,0,0,0,4562,4769,SOLARI,41.87275,12.356995,12.356995,41.87275,12.350997,41.871192,12.356995,41.87275
4771,98,"{'216': 67, '213': 31}",3,4770,54.0,1,0,0,0,4563,4770,GALLIA/LICIA,41.881032,12.503454,12.503454,41.881032,12.506736,41.880448,12.503454,41.881032
4772,67,{'216': 67},3,4771,55.0,1,0,0,0,4564,4771,GALLIA/SATURNIA,41.880448,12.506736,12.506736,41.880448,12.509219,41.880717,12.506736,41.880448
639,31,{'213': 31},3,4771,76.0,1,0,0,0,4564,4771,GALLIA/SATURNIA,41.880448,12.506736,12.506736,41.880448,12.50822,41.881008,12.506736,41.880448
4773,67,{'216': 67},3,4772,59.0,1,0,0,0,4565,4772,SOANA,41.880717,12.509219,12.509219,41.880717,12.512824,41.88148,12.509219,41.880717
4590,67,{'216': 67},3,4773,45.0,1,0,0,0,4566,4773,CERVETERI (MA),41.88148,12.512824,12.512824,41.88148,12.515033,41.880768,12.512824,41.88148
6511,22,{'344': 22},3,4774,27.0,1,0,0,0,4567,4774,APPIA/CANTU',41.87055,12.527746,12.527746,41.87055,12.529505,41.869787,12.527746,41.87055
4647,67,{'216': 67},3,4774,55.0,1,0,0,0,4567,4774,APPIA/CANTU',41.87055,12.527746,12.527746,41.87055,12.529663,41.86853,12.527746,41.87055
4776,102,"{'291': 46, '69': 56}",3,4775,27.0,1,0,0,0,4568,4775,V.LO CASALE LUMBROSO/MAGAROTTO,41.867115,12.371679,12.371679,41.867115,12.368763,41.867391,12.371679,41.867115
4777,102,"{'291': 46, '69': 56}",3,4776,66.0,1,0,0,0,4569,4776,V.LO CASALE LUMBROSO/CESARO,41.867391,12.368763,12.368763,41.867391,12.364805,41.871123,12.368763,41.867391
4778,81,"{'69': 53, '71': 28}",3,4777,13.0,1,0,0,0,4570,4777,CASALE LUMBROSO/SEVERI,41.871123,12.364805,12.364805,41.871123,12.364353,41.87222,12.364805,41.871123
6867,49,"{'291': 46, '69': 3}",3,4777,57.0,1,0,0,0,4570,4777,CASALE LUMBROSO/SEVERI,41.871123,12.364805,12.364805,41.871123,12.359498,41.8708,12.364805,41.871123
4779,130,"{'291': 46, '69': 56, '71': 28}",3,4778,61.0,1,0,0,0,4571,4778,CASALE LUMBROSO/SEVERINI,41.87222,12.364353,12.364353,41.87222,12.363077,41.876879,12.364353,41.87222
4780,164,"{'71': 28, '291': 46, '68': 34, '69': 56}",3,4779,22.0,1,0,0,0,4572,4779,CASALE LUMBROSO/LEPRI,41.876879,12.363077,12.363077,41.876879,12.36301,41.878592,12.363077,41.876879
4781,164,"{'71': 28, '291': 46, '68': 34, '69': 56}",3,4780,24.0,1,0,0,0,4573,4780,CASALE LUMBROSO/ANTONI,41.878592,12.36301,12.36301,41.878592,12.362012,41.880294,12.36301,41.878592
2112,90,"{'69': 56, '68': 34}",3,4781,24.0,1,0,0,0,4574,4781,CASALE LUMBROSO/SANTINI,41.880294,12.362012,12.362012,41.880294,12.361718,41.8821,12.362012,41.880294
4782,74,"{'291': 46, '71': 28}",3,4781,22.0,1,0,0,0,4574,4781,CASALE LUMBROSO/SANTINI,41.880294,12.362012,12.362012,41.880294,12.361707,41.88171,12.362012,41.880294
4783,73,"{'291': 45, '71': 28}",3,4782,39.0,1,0,0,0,4575,4782,CASALE LUMBROSO/FONTEBASSO,41.88171,12.361707,12.361707,41.88171,12.362277,41.879649,12.361707,41.88171
4784,163,"{'71': 28, '291': 45, '68': 34, '69': 56}",3,4783,23.0,1,0,0,0,4576,4783,CASALE LUMBROSO/SANTINI,41.879649,12.362277,12.362277,41.879649,12.362888,41.878299,12.362277,41.879649
4785,163,"{'71': 28, '291': 45, '68': 34, '69': 56}",3,4784,46.0,1,0,0,0,4577,4784,CASALE LUMBROSO/ANTONI,41.878299,12.362888,12.362888,41.878299,12.362587,41.875392,12.362888,41.878299
4786,163,"{'71': 28, '291': 45, '68': 34, '69': 56}",3,4785,38.0,1,0,0,0,4578,4785,CASALE LUMBROSO/D'AMICO,41.875392,12.362587,12.362587,41.875392,12.363683,41.873008,12.362587,41.875392
976,28,{'71': 28},3,4786,287.0,1,0,0,0,4579,4786,CASALE LUMBROSO/SEVERINI,41.873008,12.363683,12.363683,41.873008,12.359307,41.864481,12.363683,41.873008
6866,47,"{'291': 45, '69': 2}",3,4786,111.0,1,0,0,0,4579,4786,CASALE LUMBROSO/SEVERINI,41.873008,12.363683,12.363683,41.873008,12.360531,41.868451,12.363683,41.873008
4787,54,{'69': 54},3,4786,43.0,1,0,0,0,4579,4786,CASALE LUMBROSO/SEVERINI,41.873008,12.363683,12.363683,41.873008,12.364937,41.870287,12.363683,41.873008
4759,34,{'68': 34},3,4786,47.0,1,0,0,0,4579,4786,CASALE LUMBROSO/SEVERINI,41.873008,12.363683,12.363683,41.873008,12.360442,41.872922,12.363683,41.873008
4788,101,"{'291': 45, '69': 56}",3,4787,70.0,1,0,0,0,4580,4787,V.LO CASALE LUMBROSO/SEVERI,41.870287,12.364937,12.364937,41.870287,12.36945,41.867324,12.364937,41.870287
4789,101,"{'291': 45, '69': 56}",3,4788,28.0,1,0,0,0,4581,4788,V.LO CASALE LUMBROSO/CESARO,41.867324,12.36945,12.36945,41.867324,12.37187,41.866828,12.36945,41.867324
7811,101,"{'291': 45, '69': 56}",3,4789,93.0,1,0,0,0,4582,4789,V.LO CASALE LUMBROSO/MAGAROTTO,41.866828,12.37187,12.37187,41.866828,12.377889,41.868992,12.37187,41.866828
4791,45,{'291': 45},3,4790,27.0,1,0,0,0,4583,4790,ACQUAFREDDA/GARESSIO 4,41.889688,12.391882,12.391882,41.889688,12.394202,41.890946,12.391882,41.889688
4792,45,{'291': 45},3,4791,40.0,1,0,0,0,4584,4791,ACQUAFREDDA/GARESSIO 3,41.890946,12.394202,12.394202,41.890946,12.395998,41.893394,12.394202,41.890946
4793,45,{'291': 45},3,4792,63.0,1,0,0,0,4585,4792,ACQUAFREDDA/GARESSIO 2,41.893394,12.395998,12.395998,41.893394,12.395934,41.897653,12.395998,41.893394
4794,45,{'291': 45},3,4793,46.0,1,0,0,0,4586,4793,ACQUAFREDDA/GARESSIO 1,41.897653,12.395934,12.395934,41.897653,12.397971,41.90041,12.395934,41.897653
4795,45,{'291': 45},3,4794,53.0,1,0,0,0,4587,4794,NAZARETH/BARGE,41.90041,12.397971,12.397971,41.90041,12.401718,41.90216,12.397971,41.90041
4796,45,{'291': 45},3,4795,92.0,1,0,0,0,4588,4795,NAZARETH/CASALI ACQUAFREDDA,41.90216,12.401718,12.401718,41.90216,12.404684,41.906515,12.401718,41.90216
4797,45,{'291': 45},3,4796,41.0,1,0,0,0,4589,4796,NAZARETH/ITC,41.906515,12.404684,12.404684,41.906515,12.406973,41.907448,12.404684,41.906515
1527,45,{'291': 45},3,4797,84.0,1,0,0,0,4590,4797,NAZARETH/BOCCEA,41.907448,12.406973,12.406973,41.907448,12.409983,41.903996,12.406973,41.907448
4799,34,{'68': 34},3,4798,67.0,1,0,0,0,4591,4798,SOLARI/CHESI,41.871192,12.350997,12.350997,41.871192,12.348326,41.873157,12.350997,41.871192
4800,34,{'68': 34},3,4799,28.0,1,0,0,0,4592,4799,PERICOLI,41.873157,12.348326,12.348326,41.873157,12.350358,41.874261,12.348326,41.873157
4805,34,{'68': 34},3,4800,202.0,1,0,0,0,4593,4800,PERICOLI/SOLARI,41.874261,12.350358,12.350358,41.874261,12.350711,41.871012,12.350358,41.874261
4817,168,"{'187': 67, '310': 48, '311': 53}",3,4801,32.0,1,0,0,0,4594,4801,IPOGEO DEGLI OTTAVI/TREVIGNANO,41.965575,12.405768,12.405768,41.965575,12.403235,41.965792,12.405768,41.965575
4803,70,{'292': 70},3,4802,91.0,1,0,0,0,4595,4802,TRIONFALE/IPOGEO DEGLI OTTAVI,41.964322,12.40889,12.40889,41.964322,12.410506,41.960535,12.40889,41.964322
3305,70,{'292': 70},3,4803,92.0,1,0,0,0,4596,4803,TRIONFALE/PIANCASTELLI (FL3),41.960535,12.410506,12.410506,41.960535,12.412384,41.957011,12.410506,41.960535
2517,52,{'312': 52},3,4804,71.0,1,0,0,0,4597,4804,TRIONFALE/COLLE S. AGATA,41.943294,12.419094,12.419094,41.943294,12.420354,41.941369,12.419094,41.943294
4806,81,"{'371': 11, '292': 70}",3,4804,77.0,1,0,0,0,4597,4804,TRIONFALE/COLLE S. AGATA,41.943294,12.419094,12.419094,41.943294,12.421959,41.941021,12.419094,41.943294
4807,34,{'68': 34},3,4805,87.0,1,0,0,0,4598,4805,SOLARI/CHESI,41.871012,12.350711,12.350711,41.871012,12.357388,41.872681,12.350711,41.871012
3322,92,"{'313': 40, '312': 52}",3,4806,34.0,1,0,0,0,4599,4806,TRIONFALE/S. MARIA DELLA PIETA' (H),41.941021,12.421959,12.421959,41.941021,12.423372,41.940524,12.421959,41.941021
7883,449,"{'297': 154, '371': 11, '309': 60, '295': 79, '303': 75, '292': 70}",3,4806,73.0,1,0,0,0,4599,4806,TRIONFALE/S. MARIA DELLA PIETA' (H),41.941021,12.421959,12.421959,41.941021,12.424134,41.938605,12.421959,41.941021
5012,105,{'296': 105},3,4806,64.0,1,0,0,0,4599,4806,TRIONFALE/S. MARIA DELLA PIETA' (H),41.941021,12.421959,12.421959,41.941021,12.423964,41.941443,12.421959,41.941021
4808,34,{'68': 34},3,4807,43.0,1,0,0,0,4600,4807,SOLARI,41.872681,12.357388,12.357388,41.872681,12.360799,41.872567,12.357388,41.872681
7747,34,{'68': 34},3,4808,49.0,1,0,0,0,4601,4808,SOLARI/PAGLIANI,41.872567,12.360799,12.360799,41.872567,12.363739,41.873261,12.360799,41.872567
4749,77,"{'68': 34, '67': 43}",3,4809,14.0,1,0,0,0,4602,4809,BEVILACQUA,41.883051,12.39736,12.39736,41.883051,12.396289,41.88358,12.39736,41.883051
4811,244,"{'297': 154, '295': 79, '371': 11}",3,4810,62.0,1,0,0,0,4603,4810,TRIONFALE/MONTE GAUDIO,41.935849,12.435993,12.435993,41.935849,12.439066,41.934493,12.435993,41.935849
4960,79,{'295': 79},3,4811,24.0,1,0,0,0,4604,4811,TRIONFALE/FANI,41.934493,12.439066,12.439066,41.934493,12.440478,41.934167,12.439066,41.934493
4812,225,"{'297': 154, '309': 60, '371': 11}",3,4811,25.0,1,0,0,0,4604,4811,TRIONFALE/FANI,41.934493,12.439066,12.439066,41.934493,12.44015,41.933578,12.439066,41.934493
4813,225,"{'297': 154, '309': 60, '371': 11}",3,4812,37.0,1,0,0,0,4605,4812,TRIONFALE/CERVINIA,41.933578,12.44015,12.44015,41.933578,12.44186,41.932322,12.44015,41.933578
4814,225,"{'297': 154, '309': 60, '371': 11}",3,4813,94.0,1,0,0,0,4606,4813,TRIONFALE/PENNESTRI,41.932322,12.44186,12.44186,41.932322,12.445624,41.928875,12.44186,41.932322
2520,60,{'309': 60},3,4814,54.0,1,0,0,0,4607,4814,TRIONFALE/CAMILLUCCIA,41.928875,12.445624,12.445624,41.928875,12.443545,41.927616,12.445624,41.928875
4815,165,"{'297': 154, '371': 11}",3,4814,77.0,1,0,0,0,4607,4814,TRIONFALE/CAMILLUCCIA,41.928875,12.445624,12.445624,41.928875,12.446974,41.925672,12.445624,41.928875
6085,165,"{'297': 154, '371': 11}",3,4815,39.0,1,0,0,0,4608,4815,PRISCIANO/TRIONFALE,41.925672,12.446974,12.446974,41.925672,12.445945,41.924038,12.446974,41.925672
4818,98,"{'82': 79, '15': 19}",3,4816,20.0,1,0,0,0,4609,4816,MAGLIANA/MARCHETTI,41.823446,12.404365,12.404365,41.823446,12.402453,41.822756,12.404365,41.823446
6983,168,"{'187': 67, '310': 48, '311': 53}",3,4817,39.0,1,0,0,0,4610,4817,IPOGEO DEGLI OTTAVI,41.965792,12.403235,12.403235,41.965792,12.400252,41.965303,12.403235,41.965792
8185,98,"{'82': 79, '15': 19}",3,4818,26.0,1,0,0,0,4611,4818,MAGLIANA/DAL FABBRO,41.822756,12.402453,12.402453,41.822756,12.39992,41.821951,12.402453,41.822756
4826,165,"{'297': 154, '371': 11}",3,4819,91.0,1,0,0,0,4612,4819,MEDAGLIE D'ORO/TITO LIVIO,41.921886,12.445767,12.445767,41.921886,12.442287,41.919003,12.445767,41.921886
4821,19,{'15': 19},3,4820,73.0,1,0,0,0,4613,4820,MAGLIANA/VALLE LUPARA,41.823255,12.385381,12.385381,41.823255,12.374281,41.82198,12.385381,41.823255
4822,19,{'15': 19},3,4821,42.0,1,0,0,0,4614,4821,MAGLIANA/CASALE DEL MERLO,41.82198,12.374281,12.374281,41.82198,12.368171,41.820061,12.374281,41.82198
4823,19,{'15': 19},3,4822,24.0,1,0,0,0,4615,4822,MAGLIANA/CIVICO 1171,41.820061,12.368171,12.368171,41.820061,12.364536,41.819032,12.368171,41.820061
4824,19,{'15': 19},3,4823,84.0,1,0,0,0,4616,4823,MAGLIANA/DEPURATORE ACEA,41.819032,12.364536,12.364536,41.819032,12.352638,41.819772,12.364536,41.819032
4825,19,{'15': 19},3,4824,16.0,1,0,0,0,4617,4824,MAGLIANA/CIVICO 1338,41.819772,12.352638,12.352638,41.819772,12.350026,41.819981,12.352638,41.819772
4828,19,{'15': 19},3,4825,126.0,1,0,0,0,4618,4825,MAGLIANA/PORTUENSE,41.819981,12.350026,12.350026,41.819981,12.341382,41.830003,12.350026,41.819981
4827,165,"{'297': 154, '371': 11}",3,4826,58.0,1,0,0,0,4619,4826,MEDAGLIE D'ORO/ROMAGNOLI,41.919003,12.442287,12.442287,41.919003,12.442668,41.916496,12.442287,41.919003
4829,165,"{'297': 154, '371': 11}",3,4827,54.0,1,0,0,0,4620,4827,MEDAGLIE D'ORO/PUBLIO STAZIO,41.916496,12.442668,12.442668,41.916496,12.443351,41.914225,12.442668,41.916496
4830,82,"{'274': 63, '15': 19}",3,4828,17.0,1,0,0,0,4621,4828,PONTE GALERIA/PITENTINO,41.830003,12.341382,12.341382,41.830003,12.340098,41.831928,12.341382,41.830003
4831,165,"{'297': 154, '371': 11}",3,4829,45.0,1,0,0,0,4622,4829,MEDAGLIE D'ORO/SVETONIO,41.914225,12.443351,12.443351,41.914225,12.443561,41.912343,12.443351,41.914225
3313,82,"{'274': 63, '15': 19}",3,4830,20.0,1,0,0,0,4623,4830,PONTE GALERIA/MORATELLE,41.831928,12.340098,12.340098,41.831928,12.339032,41.834343,12.340098,41.831928
4832,165,"{'297': 154, '371': 11}",3,4831,86.0,1,0,0,0,4624,4831,MEDAGLIE D'ORO/MARZIALE,41.912343,12.443561,12.443561,41.912343,12.446975,41.910171,12.443561,41.912343
3587,225,"{'297': 154, '309': 60, '371': 11}",3,4832,77.0,1,0,0,0,4625,4832,MEDAGLIE D'ORO/MONTEZEMOLO,41.910171,12.446975,12.446975,41.910171,12.450505,41.909216,12.446975,41.910171
4835,19,{'15': 19},3,4833,94.0,1,0,0,0,4626,4833,MALAGROTTA/PISANA,41.843043,12.335332,12.335332,41.843043,12.327518,41.854275,12.335332,41.843043
988,28,{'71': 28},3,4833,480.0,1,0,0,0,4626,4833,MALAGROTTA/PISANA,41.843043,12.335332,12.335332,41.843043,12.343723,41.855048,12.335332,41.843043
2853,298,"{'163': 121, '164': 80, '165': 75, '344': 22}",3,4834,66.0,1,0,0,0,4627,4834,DI LAURIA,41.908621,12.450236,12.450236,41.908621,12.449062,41.906734,12.450236,41.908621
4836,19,{'15': 19},3,4835,35.0,1,0,0,0,4628,4835,MALAGROTTA/CIVICO 248,41.854275,12.327518,12.327518,41.854275,12.327089,41.858777,12.327518,41.854275
4842,19,{'15': 19},3,4836,37.0,1,0,0,0,4629,4836,MALAGROTTA/IDROCARBURI,41.858777,12.327089,12.327089,41.858777,12.329134,41.863553,12.327089,41.858777
4838,226,"{'297': 154, '309': 61, '371': 11}",3,4837,65.0,1,0,0,0,4630,4837,P.LE DEGLI EROI/OFTALMICO (H),41.909129,12.4497,12.4497,41.909129,12.446752,41.91044,12.4497,41.909129
4839,226,"{'297': 154, '309': 61, '371': 11}",3,4838,81.0,1,0,0,0,4631,4838,MEDAGLIE D'ORO/MONTEZEMOLO,41.91044,12.446752,12.446752,41.91044,12.443742,41.91247,12.446752,41.91044
4840,165,"{'297': 154, '371': 11}",3,4839,55.0,1,0,0,0,4632,4839,MEDAGLIE D'ORO/MARZIALE,41.91247,12.443742,12.443742,41.91247,12.443123,41.914842,12.443742,41.91247
5224,61,{'309': 61},3,4839,53.0,1,0,0,0,4632,4839,MEDAGLIE D'ORO/MARZIALE,41.91247,12.443742,12.443742,41.91247,12.442364,41.913585,12.443742,41.91247
4841,165,"{'297': 154, '371': 11}",3,4840,46.0,1,0,0,0,4633,4840,MEDAGLIE D'ORO/SVETONIO,41.914842,12.443123,12.443123,41.914842,12.442935,41.916843,12.443123,41.914842
4843,165,"{'297': 154, '371': 11}",3,4841,60.0,1,0,0,0,4634,4841,MEDAGLIE D'ORO/PUBLIO STAZIO,41.916843,12.442935,12.442935,41.916843,12.442806,41.919463,12.442935,41.916843
4844,19,{'15': 19},3,4842,23.0,1,0,0,0,4635,4842,MALAGROTTA/PODERE P. ROTONDO,41.863553,12.329134,12.329134,41.863553,12.329802,41.866666,12.329134,41.863553
4845,165,"{'297': 154, '371': 11}",3,4843,65.0,1,0,0,0,4636,4843,MEDAGLIE D'ORO/ROMAGNOLI,41.919463,12.442806,12.442806,41.919463,12.445792,41.921452,12.442806,41.919463
4847,19,{'15': 19},3,4844,25.0,1,0,0,0,4637,4844,MALAGROTTA/PODERE LUNGARINA,41.866666,12.329802,12.329802,41.866666,12.330522,41.870002,12.329802,41.866666
4846,165,"{'297': 154, '371': 11}",3,4845,61.0,1,0,0,0,4638,4845,MEDAGLIE D'ORO/TITO LIVIO,41.921452,12.445792,12.445792,41.921452,12.446282,41.924291,12.445792,41.921452
4849,165,"{'297': 154, '371': 11}",3,4846,60.0,1,0,0,0,4639,4846,PRISCIANO/MEDAGLIE D'ORO,41.924291,12.446282,12.446282,41.924291,12.447154,41.926969,12.446282,41.924291
4848,19,{'15': 19},3,4847,37.0,1,0,0,0,4640,4847,MALAGROTTA/PODERE C. MURATA,41.870002,12.330522,12.330522,41.870002,12.33157,41.874858,12.330522,41.870002
4850,19,{'15': 19},3,4848,46.0,1,0,0,0,4641,4848,MALAGROTTA/PODERE S. PIETRO,41.874858,12.33157,12.33157,41.874858,12.333053,41.880611,12.33157,41.874858
4852,165,"{'297': 154, '371': 11}",3,4849,41.0,1,0,0,0,4642,4849,TRIONFALE/PRISCIANO,41.926969,12.447154,12.447154,41.926969,12.44622,41.928737,12.447154,41.926969
4851,19,{'15': 19},3,4850,22.0,1,0,0,0,4643,4850,MALAGROTTA/CASALE BRUCIATO,41.880611,12.333053,12.333053,41.880611,12.333734,41.883364,12.333053,41.880611
4880,19,{'15': 19},3,4851,11.0,1,0,0,0,4644,4851,MALAGROTTA/AURELIA,41.883364,12.333734,12.333734,41.883364,12.332919,41.883636,12.333734,41.883364
4854,226,"{'297': 154, '309': 61, '371': 11}",3,4852,40.0,1,0,0,0,4645,4852,CAMILLUCCIA/TRIONFALE,41.928737,12.44622,12.44622,41.928737,12.445562,41.930619,12.44622,41.928737
4857,24,{'112': 24},3,4853,21.0,1,0,0,0,4646,4853,CASTEL DI GUIDO/PODERE COLONNACCE,41.891114,12.321965,12.321965,41.891114,12.319944,41.892963,12.321965,41.891114
4855,226,"{'297': 154, '309': 61, '371': 11}",3,4854,49.0,1,0,0,0,4647,4854,CAMILLUCCIA/GANDOLFI,41.930619,12.445562,12.445562,41.930619,12.444334,41.932886,12.445562,41.930619
4856,226,"{'297': 154, '309': 61, '371': 11}",3,4855,52.0,1,0,0,0,4648,4855,CAMILLUCCIA/DE AMICIS,41.932886,12.444334,12.444334,41.932886,12.443054,41.935137,12.444334,41.932886
4858,306,"{'297': 154, '309': 61, '295': 80, '371': 11}",3,4856,43.0,1,0,0,0,4649,4856,W. ROSSI,41.935137,12.443054,12.443054,41.935137,12.440385,41.934234,12.443054,41.935137
4859,24,{'112': 24},3,4857,37.0,1,0,0,0,4650,4857,CASTEL DI GUIDO/CINQUINI,41.892963,12.319944,12.319944,41.892963,12.317772,41.896982,12.319944,41.892963
6657,61,{'309': 61},3,4858,61.0,1,0,0,0,4651,4858,IGEA,41.934234,12.440385,12.440385,41.934234,12.439849,41.935852,12.440385,41.934234
4862,245,"{'297': 154, '295': 80, '371': 11}",3,4858,41.0,1,0,0,0,4651,4858,IGEA,41.934234,12.440385,12.440385,41.934234,12.43828,41.935275,12.440385,41.934234
4860,24,{'112': 24},3,4859,66.0,1,0,0,0,4652,4859,CASTEL DI GUIDO/BARBAGALLO,41.896982,12.317772,12.317772,41.896982,12.308977,41.900829,12.317772,41.896982
4861,24,{'112': 24},3,4860,64.0,1,0,0,0,4653,4860,CASTEL DI GUIDO/FOSSO GROTTE,41.900829,12.308977,12.308977,41.900829,12.300128,41.904142,12.308977,41.900829
